	0	2779.3
	5	2536.8
	10	3469.03
	15	4214.48
	20	3581.44
	25	3887.82
	30	3787.74
	35	3937.94
	40	4144.42
	45	4322.73
	50	4121.83
	55	4088.73
	60	4086.85
	65	4161.96
	70	4256.79
	75	4108.07
	80	3986.35
	85	3865.07
	90	3775.31
	95	3645.71
	100	3569.52
	105	3509.92
	110	3482.7
	115	3353.74
	120	3307.88
	125	3288.37
	130	3375.14
	135	3323
	140	3308.54
	145	3349.24
	150	3342.82
	155	3296.21
	160	3258.07
	165	3337.14
	170	3392.08
	175	3448.99
	180	3397.26
	185	3415.91
	190	3393.32
	195	3395.59
	200	3378.31
	205	3403.19
	210	3406.47
	215	3443.69
	220	3421.81
	225	3376.7
	230	3373.44
	235	3317.91
	240	3305.59
	245	3281.77
	250	3295.76
	255	3265.65
	260	3258.14
	265	3313.53
	270	3254.88
	275	3229.41
	280	3193.71
	285	3276.35
	290	3240.67
	295	3198.51
	300	3166.52
	305	3171.38
	310	3136.28
	315	3152.06
	320	3119.07
	325	3117.72
	330	3113.03
	335	3148.26
	340	3168.41
	345	3155.46
	350	3148.71
	355	3171.77
	360	3146.3
	365	3134.36
	370	3099.57
	375	3087.84
	380	3111.28
	385	3096.42
	390	3109.78
	395	3110.68
	400	3116.51
	405	3085.09
	410	3106.14
	415	3093.26
	420	3075.3
	425	3080.08
	430	3087.98
	435	3094.28
	440	3100.35
	445	3096.7
	450	3139.54
	455	3144.76
	460	3148.09
	465	3156.36
	470	3171.04
	475	3198.15
	480	3212.67
	485	3205.9
	490	3218.42
	495	3258.87
	500	3248.45
	505	3266.54
	510	3298.74
	515	3288.99
	520	3289.97
	525	3320.09
	530	3319.35
	535	3320.08
	540	3311.3
	545	3311.44
	550	3305.19
	555	3295.47
	560	3323.68
	565	3310.98
	570	3315.88
	575	3338.11
	580	3332.94
	585	3328.31
	590	3316.83
	595	3326.21
	600	3331.97
	605	3314.05
	610	3307.35
	615	3300.02
	620	3315.22
	625	3327.23
	630	3337.19
	635	3327.54
	640	3304.6
	645	3297.01
	650	3301.2
	655	3292.85
	660	3300.92
	665	3297
	670	3315.54
	675	3310.96
	680	3316.53
	685	3312.74
	690	3309.16
	695	3310.7
	700	3290.07
	705	3297.87
	710	3285.16
	715	3281.89
	720	3267.28
	725	3278.85
	730	3292.15
	735	3308.79
	740	3289.38
	745	3279.98
	750	3264.57
	755	3278
	760	3279.27
	765	3282.74
	770	3279.76
	775	3268.88
	780	3273.84
	785	3273.85
	790	3257.1
	795	3242.87
	800	3228.11
	805	3229.07
	810	3232.94
	815	3224.53
	820	3214.11
	825	3209.01
	830	3207.89
	835	3206.73
	840	3207.29
	845	3197.8
	850	3181.33
	855	3184.41
	860	3178.15
	865	3168.95
	870	3152.73
	875	3138.08
	880	3126.3
	885	3157.07
	890	3169.44
	895	3178.11
	900	3185.33
	905	3184.1
	910	3175.66
	915	3174.55
	920	3167.02
	925	3166.38
	930	3174.1
	935	3174.75
	940	3163.93
	945	3161.88
	950	3158.44
	955	3149.12
	960	3164.16
	965	3166.22
	970	3177.86
	975	3168.06
	980	3176.2
	985	3193.87
	990	3187.48
	995	3179.48
	1000	3184.35
	1005	3186.05
	1010	3184.44
	1015	3171.16
	1020	3160.06
	1025	3166.27
	1030	3168.06
	1035	3189.71
	1040	3193.22
	1045	3193.67
	1050	3190.92
	1055	3177.57
	1060	3187.55
	1065	3192.15
	1070	3196.02
	1075	3204.29
	1080	3213.73
	1085	3217.88
	1090	3214.74
	1095	3216.64
	1100	3222.06
	1105	3213.29
	1110	3223.31
	1115	3213.22
	1120	3201.98
	1125	3193.27
	1130	3202.13
	1135	3188.63
	1140	3184.48
	1145	3187.5
	1150	3192.84
	1155	3182.73
	1160	3176.49
	1165	3173.16
	1170	3176.91
	1175	3179.26
	1180	3177.69
	1185	3191.83
	1190	3192.86
	1195	3192.96
	1200	3190.16
	1205	3196.09
	1210	3196.86
	1215	3196.76
	1220	3189.33
	1225	3181.59
	1230	3180.55
	1235	3182.85
	1240	3190.57
	1245	3191.93
	1250	3190.82
	1255	3188.02
	1260	3180.6
	1265	3179.67
	1270	3176.41
	1275	3168.27
	1280	3164.79
	1285	3160.13
	1290	3157.47
	1295	3154.42
	1300	3148.05
	1305	3150.16
	1310	3145.23
	1315	3135.07
	1320	3149.39
	1325	3149.6
	1330	3154.66
	1335	3147.02
	1340	3157.13
	1345	3163.99
	1350	3173.56
	1355	3176.56
	1360	3166.93
	1365	3167.77
	1370	3168.12
	1375	3160.04
	1380	3161.6
	1385	3166.07
	1390	3155.73
	1395	3151.49
	1400	3153.65
	1405	3153.74
	1410	3144.47
	1415	3149.79
	1420	3152.11
	1425	3142.89
	1430	3138.11
	1435	3138.94
	1440	3135.25
	1445	3136.86
	1450	3143.54
	1455	3142.29
	1460	3135.97
	1465	3132.23
	1470	3136.05
	1475	3143.69
	1480	3149.21
	1485	3147
	1490	3147.95
	1495	3142.58
